action	category	address	old_name	new_name	source	reason
rename	dolphin_sdk	803d3870	fn_803D3870	OSDestroyHeap	asm/dolphin/dolphin_sdk_os.s	generic local name
skip	dolphin_sdk	803d3884	kar_diag__803d3884	OSCheckHeap	asm/dolphin/dolphin_sdk_os.s	local name is non-generic
same	dolphin_sdk	803d3be4	OSGetArenaHi	OSGetArenaHi	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d3bec	OSGetArenaLo	OSGetArenaLo	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d3bf4	OSSetArenaHi	OSSetArenaHi	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d3bfc	OSSetArenaLo	OSSetArenaLo	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d3e0c	__OSStopAudioSystem	__OSStopAudioSystem	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d3ee4	DCEnable	DCEnable	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d3fe4	ICFlashInvalidate	ICFlashInvalidate	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d3ff4	ICEnable	ICEnable	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d4030	L2GlobalInvalidate	L2GlobalInvalidate	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d4228	__OSCacheInit	__OSCacheInit	asm/dolphin/dolphin_sdk_os.s	already named
skip	dolphin_sdk	803d431c	__OSLoadFPUContext	OSLoadFPUContext	asm/dolphin/dolphin_sdk_os.s	local name is non-generic
same	dolphin_sdk	803d4440	__OSSaveFPUContext	__OSSaveFPUContext	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d4570	OSSetCurrentContext	OSSetCurrentContext	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d45cc	OSGetCurrentContext	OSGetCurrentContext	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d45d8	OSSaveContext	OSSaveContext	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d4658	OSLoadContext	OSLoadContext	asm/dolphin/dolphin_sdk_os.s	already named
rename	dolphin_sdk	803d4730	fn_803D4730	OSGetStackPointer	asm/dolphin/dolphin_sdk_os.s	generic local name
same	dolphin_sdk	803d4768	OSClearContext	OSClearContext	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d478c	OSInitContext	OSInitContext	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d4848	OSDumpContext	OSDumpContext	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d4b74	__OSContextInit	__OSContextInit	asm/dolphin/dolphin_sdk_os.s	already named
skip	dolphin_sdk	803d4ce8	OSReport	_OSReport	asm/dolphin/dolphin_sdk_os.s	local name is non-generic
same	dolphin_sdk	803d4d68	OSPanic	OSPanic	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d50ac	__OSUnhandledException	__OSUnhandledException	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d6354	OSGetFontEncode	OSGetFontEncode	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d6e20	OSInitFont	OSInitFont	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d70a8	OSDisableInterrupts	OSDisableInterrupts	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d70bc	OSEnableInterrupts	OSEnableInterrupts	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d70d0	OSRestoreInterrupts	OSRestoreInterrupts	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d70f4	__OSSetInterruptHandler	__OSSetInterruptHandler	asm/dolphin/dolphin_sdk_os.s	already named
rename	dolphin_sdk	803d7110	fn_803D7110	__OSGetInterruptHandler	asm/dolphin/dolphin_sdk_os.s	generic local name
same	dolphin_sdk	803d7124	__OSInterruptInit	__OSInterruptInit	asm/dolphin/dolphin_sdk_os.s	already named
rename	dolphin_sdk	803d7198	fn_803D7198	SetInterruptMask	asm/dolphin/dolphin_sdk_os.s	generic local name
same	dolphin_sdk	803d7470	__OSMaskInterrupts	__OSMaskInterrupts	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d74f8	__OSUnmaskInterrupts	__OSUnmaskInterrupts	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d7914	__OSModuleInit	__OSModuleInit	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d7b30	OSGetPhysicalMemSize	OSGetPhysicalMemSize	asm/dolphin/dolphin_sdk_os.s	already named
rename	dolphin_sdk	803d7b3c	fn_803D7B3C	OSGetConsoleSimulatedMemSize	asm/dolphin/dolphin_sdk_os.s	generic local name
rename	dolphin_sdk	803d7b48	fn_803D7B48	OSOnReset	asm/dolphin/dolphin_sdk_os.s	generic local name
same	dolphin_sdk	803d7cf0	RealMode	RealMode	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d7ffc	__OSUnlockAllMutex	__OSUnlockAllMutex	asm/dolphin/dolphin_sdk_os.s	already named
rename	dolphin_sdk	803d806c	fn_803D806C	__OSCheckMutex	asm/dolphin/dolphin_sdk_os.s	generic local name
rename	dolphin_sdk	803d816c	fn_803D816C	__OSCheckDeadLock	asm/dolphin/dolphin_sdk_os.s	generic local name
rename	dolphin_sdk	803d81a4	fn_803D81A4	__OSCheckMutexes	asm/dolphin/dolphin_sdk_os.s	generic local name
same	dolphin_sdk	803d8234	__OSReboot	__OSReboot	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d8574	OSRegisterResetFunction	OSRegisterResetFunction	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d868c	Reset	Reset	asm/dolphin/dolphin_sdk_os.s	already named
same	dolphin_sdk	803d86fc	__OSDoHotReset	__OSDoHotReset	asm/dolphin/dolphin_sdk_os.s	already named
